334,캠핑파크,6917.0,8,60,전기시설+하수도시설+샤워실+개수대+물놀이놀이터+다목적구장+잔디광장+매점+피자+쿠키체험,0
335,코끼리 관광농원,2209.0,19,60,"화장실, 샤워실",0
336,큐브존 캠핑장,10508.0,19,76,"화장실, 샤워실, 개수대",0
337,클럽레드존캠핑장,8696.0,16,64,전기시설+상하수도시설+샤워실+화장실,0
338,클럽레스피아in삽교바다공원,,10,30,전기시설+상하수도시설+화장실+샤워실,0
339,태안라온캠핑장,4996.0,31,44,전기시설+하수도시설,0
340,태안라온캠핑장,4996.0,31,44,전기시설+하수도시설,0
341,태안별빛오토캠핑장,18306.0,60,52,전기시설+하수도시설,0
342,태안별빛오토캠핑장,18306.0,60,52,전기시설+하수도시설,0
343,테하스랜드,2400.0,12,48,상하수도+전기+화장실,0
344,테하스랜드 글램핑장,2400.0,12,60,상하수도시설+전기시설+화장실+취사시설+샤워실,0
345,토토큰바위 야영장,5744.0,25,100,전기시설+상하수도시설+샤워실+화장실,0
346,통영오토캠핑장,7359.0,14,96,카라반+샤워실+화장실+취사시설,0
347,통영오토캠핑장,,24,100,"개수대,샤워실,화장실",0
348,통제영오토캠핑장,4973.0,31,124,샤워실+화장실+취사시설,0
349,파인힐 빌리지 캠핑장,4762.0,11,80,상하수도시설+전기시설+화장실+취사시설+샤워실,0
350,팔공SS오토캠핑장,7440.0,38,100,주차장,0
351,팔영산야영장,,62,250,화장실+취사장+전기시설,0
352,팜핑제주,,7,28,관리동,0
353,패미리오토캠핑장,,40,160,"전기시설,샤워실,개수대,매점",0
354,패미리오토캠핑장,5836.0,40,160,화장실+게수대+샤워실,0
355,페리오오토캠핑장,583.0,2,20,"상하수도,전기,화장실,취사시설,샤워실",0
356,평화강변 수목캠핑장,24806.0,74,296,전기시설+상하수도시설+샤워실,0
357,평화누리캠핑장,,150,0,전기시설+하수도시설+샤워실,0
358,포시즌오토캠핑장,,30,120,"화장실, 샤워실, 매점",0
359,포천 비둘기낭 캠핑장,,79,316,"화장실, 샤워실, 매점",0
360,폴리파크카라반,2100.0,4,16,하수도+전기+화장실+취사실+샤워실,0
361,푸른바다와 캠핑,2466.0,17,68,샤워실+화장실+취사시설,0
362,피아골오토캠핑장,16423.0,40,200,"샤워장, 음수대, 족구장",0
363,하늘아래첫동네캠핑장,2251.0,24,96,전기시설+상하수도시설+샤워실,0
364,하동군다목적캠핑장,,30,200,모빌홈 3 + 카라반 6 + 샤워실 등,0
365,학교가자캠핑장,15231.0,11,250,전기시설+상하수도시설+샤워실+화장실+취사실,0
366,학동자동차아영장,,174,600,"화장실, 개수대, 샤워실",0
367,학동자동차야영장아영장,26619.0,174,600,"화장실, 개수대, 샤워실",0
368,학암포자동차야영장,27451.0,100,400,전기시설+하수도시설,0
369,학암포자동차야영장,27451.0,100,400,전기시설+하수도시설,0
370,한송오토캠핑장,6417.0,25,100,전기시설+상하수도시설+샤워실+화장실,0
371,한스캠핑장,7497.0,59,172,화장실+취사장+샤워장,0
372,한울오토캠핑장,21500.0,62,248,화장실+취사장+샤워장,0
373,한탄강관광지오토캠핑장,3716.0,1,640,전기시설+상하수도시설+샤워실,0
374,한터팜오토캠핑장,,30,120,전기시설+하수도시설+개수대,0
375,한티별빛아래관광농원야영장,9971.0,42,168,전기시설+상하수도+화장실+샤워장,0
376,함양용추오토캠핑장,,35,140,-,0
377,합천 아마존 오토캠핑장,8302.0,18,72,전기시설+상하수도시설,0
378,합천라온오토캠핑장,4907.0,17,90,전기시설+상하수도시설,0
379,해마원오토캠핑장,,19,76,"취사시설, 샤워시설, 화장실, 어업체험시설",0
380,해창만 수변공원 오토캠핑장,,35,280,화장실+취사장+샤워장,0
381,햇솔 오토 캠핑장,6786.0,16,64,상수도+전기시설+화장실+취사시설+샤워실,0
382,향림오토캠핑장,,24,100,"전기시설,샤워실,개수대,화장실, 족구장",0
383,향림오토캠핑장,4015.0,16,64,화장실+게수대+샤워실,0
384,호반오토캠핑장,,87,420,"전기시설, 샤워실, 개수대,  족구장, 매점, 수영장",0
385,호반오토캠핑장,14050.0,87,348,화장실+게수대+샤워실,0
386,호호캠핑장,1686.0,12,48,화장실+취사장+샤워장,0
387,홍산관광농원,14533.0,20,80,상하수도시설+화장실+취사시설+샤워실,0
388,홍산관광농원,14533.0,29,80,상하수도시설+화장실+취사시설+샤워실,0
389,홍천강 오토캠핑장,31740.0,10,20,화장실+취사시설+,0
390,홍천강 자라바위 오토캠핑장,19235.0,53,200,화장실+취사시설+,0
391,홍천와캠핑,4995.0,25,100,화장실+취사시설+,0
392,화강 수변 오토 캠핑장,,72,288,"상수도, 전기, 화장실, 개수대, 샤워실",0
393,화명오토캠핑장,15657.0,30,150,"화장실,샤워장,개수장",0
394,화성시 향남오토캠핑장,14649.0,43,268,전기시설+샤워실+화장실+조리대,0
395,황매산국민여가캠핑장,20330.0,97,1000,전기시설+상하수도시설,0
396,황산 캠핑장,35000.0,115,400,상하수도+ 전기+ 화장실+ 취사시설+ 샤워실,0
397,황산 캠핑장,35000.0,115,400,상하수도+ 전기+ 화장실+ 취사시설+ 샤워실,0
398,황산벌캠핑펜션,12367.0,31,128,상하수도+전기+화장실,0
399,횡성 산울림오토캠핑장,17841.0,10,40,"화장실, 샤워실, 개수대",0
400,휴파크,6383.0,20,50,전기시설+상하수도시설+샤워실+화장실+취사실,0
401,희리산자연휴양림야영장,4432.0,22,132,전기시설+상하수도시설+취사장+화장실+샤워장,0
402,희리산자연휴양림야영장,4432.0,22,132,전기시설+상하수도시설+취사장+화장실+샤워장,0
403,희리산자연휴양림야영장,4432.0,22,132,전기시설+상하수도시설+취사장+화장실+샤워장,0
404,힐빙스토리자동차야영장,,29,116,-,0
